Isotope,Event,Energy
Bgr,185,101.149
Bgr,186,73.4663
Bgr,187,532.028
Bgr,188,119.977
Bgr,189,207.353
Bgr,190,217.208
Bgr,191,192.131
Bgr,192,144.018
Bgr,193,83.5171
Bgr,194,245.118
Bgr,195,2442.44
Bgr,196,58.0291
Bgr,197,180.057
Bgr,198,259.928
Bgr,199,253.461
Bgr,200,82.9844
Bgr,201,1441.3
Bgr,202,181.303
Bgr,203,362.177
Bgr,204,164.082
Bgr,205,19.6159
Bgr,206,1224.3
Bgr,207,99.2652
Bgr,208,276.184
Bgr,209,73.9952
Bgr,210,347.286
Bgr,211,35.717
Bgr,212,284.408
Bgr,213,160.283
Bgr,214,151.312
Bgr,215,111.659
Bgr,216,114.718
Bgr,217,233.903
Bgr,218,204.01
Bgr,219,116.162
Bgr,220,162.245
Bgr,221,108.638
Bgr,222,153.857
Bgr,223,312.597
Bgr,224,103.64
Bgr,225,232.189
Bgr,226,1675.5
Bgr,227,184.639
Bgr,228,140.767
Bgr,229,58.505
Bgr,230,175.992
Bgr,231,241.555
Bgr,232,75.0793
Bgr,233,82.4978
Bgr,234,232.024
Bgr,235,174.433
Bgr,236,53.2286
Bgr,237,77.5556
Bgr,238,1213.78
Bgr,239,94.9996
Bgr,240,65.2452
Bgr,241,1186.91
Bgr,242,103.828
Bgr,243,65.4879
Bgr,244,136.708
Bgr,245,80.927
Bgr,246,131.749
Bgr,247,907.624
Bgr,248,216.421
Bgr,249,193.037
Bgr,250,80.727
Bgr,251,31.0376
Bgr,252,181.123
Bgr,253,81.0193
Bgr,254,207.854
Bgr,255,118.598
Bgr,256,203.7
Bgr,257,545.011
Bgr,258,214.73
Bgr,259,141.833
Bgr,260,327.499
Bgr,261,239.308
Bgr,262,79.5428
Bgr,263,193.354
Bgr,264,230.197
Bgr,265,182.836
Bgr,266,116.936
Bgr,267,309.641
Bgr,268,65.9243
Bgr,269,337.087
Bgr,270,215.555
Bgr,271,191.98
Bgr,272,130.511
Bgr,273,66.8954
Bgr,274,1247.3
Bgr,275,602.279
Bgr,276,70.4526
Bgr,277,120.772
Bgr,278,410.353
Bgr,279,189.693
Bgr,280,131.611
Bgr,281,1422.93
Bgr,282,114.015
Bgr,283,155.197
Bgr,284,104.383
Bgr,285,350.352
Bgr,286,325.633
Bgr,287,1445.72
Bgr,288,75.6662
Bgr,289,317.53
Bgr,290,169.774
Bgr,291,112.303
Bgr,292,191.519
Bgr,293,210.713
Bgr,294,122.542
Bgr,295,29.5893
Bgr,296,113.711
Bgr,297,500.13
Bgr,298,64.015
Bgr,299,1100.66
Bgr,300,149.466
Bgr,301,26.42
Bgr,302,177.962
Bgr,303,188.69
Bgr,304,331.389
Bgr,305,210.287
Bgr,306,138.759
Bgr,307,662.799
Bgr,308,661.442
Bgr,309,286.69
Bgr,310,115.047
Bgr,311,151.922
Bgr,312,67.6216
Bgr,313,464.114
Bgr,314,100.524
Bgr,315,283.297
Bgr,316,227.864
Bgr,317,309.171
Bgr,318,195.738
Bgr,319,1258.39
Bgr,320,611.238
Bgr,321,122.011
Bgr,322,257.562
Bgr,323,483.54
Bgr,324,123.467
Bgr,325,700.866
Bgr,326,189.341
Bgr,327,2052.21
Bgr,328,64.9355
Bgr,329,164.264
Bgr,330,172.226
Bgr,331,371.693
Bgr,332,463.717
Bgr,333,86.1109
Bgr,334,136.558
Bgr,335,222.057
Bgr,336,159.399
Bgr,337,123.12
Bgr,338,231.733
Bgr,339,884.088
Bgr,340,57.9411
Bgr,341,244.401
Bgr,342,122.795
Bgr,343,187.526
Bgr,344,297.463
Bgr,345,127.013
Bgr,346,240.067
Bgr,347,160.727
Bgr,348,366.269
Bgr,349,1225.29
Bgr,350,184.665
Bgr,351,101.311
Bgr,352,199.039
Bgr,353,200.663
Bgr,354,188.727
Bgr,355,96.4078
Bgr,356,109.244
Bgr,357,116.644
Bgr,358,43.6158
Bgr,359,110.861
Bgr,360,141.178
Bgr,361,525.95
Bgr,362,764.937
Bgr,363,125.351
Bgr,364,306.808
Bgr,365,138.157
Bgr,366,1448.85
Bgr,367,158.965
Bgr,368,79.0739
Bgr,369,356.212
Bgr,370,56.9912
Bgr,371,179.791
Bgr,372,1505.85
Bgr,373,1420.01
Bgr,374,251.065
Bgr,375,480.599
Bgr,376,376.414
Bgr,377,90.281
Bgr,378,30.801
Bgr,379,338.506
Bgr,380,294.767
Bgr,381,176.497
Bgr,382,250.612
Bgr,383,65.4984
Bgr,384,82.3526
Bgr,385,153.768
Bgr,386,67.3982
Bgr,387,164.635
Bgr,388,195.127
Bgr,389,184.651
Bgr,390,81.6415
Bgr,391,246.954
Bgr,392,140.621
Bgr,393,801.968
Bgr,394,76.5227
Bgr,395,137.694
Bgr,396,191.628
Bgr,397,280.394
Bgr,398,238.404
Bgr,399,109.977
Bgr,400,94.0627
Bgr,401,1173.34
Bgr,402,1232.16
Bgr,403,188.635
Bgr,404,392.169
Bgr,405,233.684
Bgr,406,127.393
Bgr,407,567.131
Bgr,408,185.868
Bgr,409,452.898
Bgr,410,587.722
Bgr,411,106.434
Bgr,412,958.087
Bgr,413,849.723
Bgr,414,71.1721
Bgr,415,351.47
Bgr,416,261.444
Bgr,417,105.241
Bgr,418,1267.02
Bgr,419,136.014
Bgr,420,206.468
Bgr,421,503.355
Bgr,422,67.6436
Bgr,423,127.059
Bgr,424,99.8667
Bgr,425,30.9243
Bgr,426,137.108
Bgr,427,77.616
Bgr,428,241.73
Bgr,429,348.361
Bgr,430,97.2044
Bgr,431,177.619
Bgr,432,260.372
Bgr,433,66.6065
Bgr,434,146.255
Bgr,435,1767.9
Bgr,436,495.14
Bgr,437,207.148
Bgr,438,118.445
Bgr,439,172.341
Bgr,440,101.66
Bgr,441,170.446
Bgr,442,78.3623
Bgr,443,128.82
Bgr,444,422.488
Bgr,445,122.289
Bgr,446,255.667
Bgr,447,193.989
Bgr,448,337.333
Bgr,449,236.141
Bgr,450,126.939
Bgr,451,231.845
Bgr,452,328.182
Bgr,453,59.9366
Bgr,454,400.636
Bgr,455,549.529
Bgr,456,1436.98
Bgr,457,184.459
Bgr,458,92.0181
Bgr,459,277.175
Bgr,460,102.75
Bgr,461,249.686
Bgr,462,420.79
Bgr,463,2427.76
Bgr,464,118.199
Bgr,465,268.857
Bgr,466,1211.26
Bgr,467,81.3162
Bgr,468,169.927
Bgr,469,132.769
Bgr,470,68.6842
Bgr,471,135.968
Bgr,472,113.567
Bgr,473,60.2913
Bgr,474,336.876
Bgr,475,332.866
Bgr,476,195.053
Bgr,477,378.542
Bgr,478,93.1869
Bgr,479,115.819
Bgr,480,284.636
Bgr,481,70.6655
Bgr,482,117.57
Bgr,483,99.9717
Bgr,484,773.233
Bgr,485,339.786
Bgr,486,110.56
Bgr,487,1150.55
Bgr,488,661.584
Bgr,489,133.079
Bgr,490,60.0278
Bgr,491,160.826
Bgr,492,132.336
Bgr,493,148.444
Bgr,494,109.966
Bgr,495,318.883
Bgr,496,22.0957
Bgr,497,158.524
Bgr,498,424.822
Bgr,499,37.5899
Bgr,500,159.076
Bgr,501,102.711
Bgr,502,259.785
Bgr,503,795.908
Bgr,504,467.376
Bgr,505,125.203
Bgr,506,1489.83
Bgr,507,490.511
Bgr,508,190.453
Bgr,509,282.094
Bgr,510,244.451
Bgr,511,371.822
Bgr,512,438.485
Bgr,513,171.449
Bgr,514,290.91
Bgr,515,146.31
Bgr,516,433.082
Bgr,517,212.958
Bgr,518,900.13
Bgr,519,138.09
Bgr,520,549.007
Bgr,521,103.554
Bgr,522,148.093
Bgr,523,647.4
Bgr,524,91.5551
Bgr,525,158.814
Bgr,526,90.5323
Bgr,527,1694.5
Bgr,528,137.032
Bgr,529,75.6246
Bgr,530,355.143
Bgr,531,114.292
Bgr,532,270.009
Bgr,533,165.908
Bgr,534,92.0822
Bgr,535,117.71
Bgr,536,102.18
Bgr,537,62.5696
Bgr,538,1302.79
Bgr,539,35.1288
Bgr,540,926.14
Bgr,541,121.302
Bgr,542,69.8138
Bgr,543,92.1416
Bgr,544,97.3626
Bgr,545,233.421
Bgr,546,328.023
Bgr,547,94.4851
Bgr,548,113.092
Bgr,549,1236.89
Bgr,550,2211.95
Bgr,551,1187.98
Bgr,552,315.643
Bgr,553,119.68
Bgr,554,154.249
Bgr,555,939.475
Bgr,556,334.875
Bgr,557,89.3666
Bgr,558,612.379
Bgr,559,67.6844
Bgr,560,218.766
Bgr,561,111.496
Bgr,562,124.505
Bgr,563,1181.74
Bgr,564,83.1595
Bgr,565,107.622
Bgr,566,143.588
Bgr,567,113.384
Bgr,568,207.177
Bgr,569,174.573
Bgr,570,249.879
Bgr,571,247.669
Bgr,572,1679.62
Bgr,573,32.3926
Bgr,574,1360.97
Bgr,575,53.9404
Bgr,576,117.562
Bgr,577,171.867
Bgr,578,442.375
Bgr,579,111.872
Bgr,580,396.764
Bgr,581,110.164
Bgr,582,429.089
Bgr,583,229.064
Bgr,584,114.939
Bgr,585,714.386
Bgr,586,149.836
Bgr,587,48.5352
Bgr,588,96.6125
Bgr,589,56.5541
Bgr,590,132.364
Bgr,591,98.5598
Bgr,592,67.4526
Bgr,593,441.634
Bgr,594,132.345
Bgr,595,151.265
Bgr,596,1875.41
Bgr,597,85.0316
Bgr,598,93.741
Bgr,599,831.142
Bgr,600,61.4569
Bgr,601,289.18
Bgr,602,102.415
Bgr,603,143.855
Bgr,604,92.4091
Bgr,605,80.7905
Bgr,606,46.6874
Bgr,607,116.763
Bgr,608,120.631
Bgr,609,1889.52
Bgr,610,98.189
Bgr,611,82.0376
Bgr,612,720.009
Bgr,613,194.594
Bgr,614,1422.38
Bgr,615,584.964
Bgr,616,102.629
Bgr,617,106.684
Bgr,618,47.3215
Bgr,619,593.222
Bgr,620,586.7
Bgr,621,216.914
Bgr,622,63.9892
Bgr,623,119.068
Bgr,624,79.8313
Bgr,625,133.961
Bgr,626,96.6357
Bgr,627,184.382
Bgr,628,270.973
Bgr,629,564.611
Bgr,630,324.341
Bgr,631,332.514
Bgr,632,143.799
Bgr,633,66.2514
Bgr,634,237.551
Bgr,635,220.592
Bgr,636,128.344
Bgr,637,158.797
Bgr,638,196.381
Bgr,639,150.849
Bgr,640,162.792
Bgr,641,111.083
Bgr,642,239.582
Bgr,643,1450.65
Bgr,644,130.871
Bgr,645,445.905
Bgr,646,109.936
Bgr,647,1496.55
Bgr,648,389.431
Bgr,649,215.074
Bgr,650,101.349
Bgr,651,131.201
Bgr,652,219.903
Bgr,653,105.598
Bgr,654,338.999
Bgr,655,243.637
Bgr,656,208.507
Bgr,657,1739.41
Bgr,658,126.128
Bgr,659,571.259
Bgr,660,188.587
Bgr,661,40.8465
Bgr,662,102.22
Bgr,663,122.049
Bgr,664,213.873
Bgr,665,364.219
Bgr,666,76.2396
Bgr,667,28.7099
Bgr,668,306.316
Bgr,669,465.84
Bgr,670,127.396
Bgr,671,42.999
Bgr,672,23.1096
Bgr,673,255.11
Bgr,674,708.745
Bgr,675,264.033
Bgr,676,41.7743
Bgr,677,210.9
Bgr,678,50.1592
Bgr,679,135.105
Bgr,680,74.9961
Bgr,681,994.074
Bgr,682,99.9974
Bgr,683,810.862
Bgr,684,56.1153
Bgr,685,1443.02
Bgr,686,139.49
Bgr,687,152.576
Bgr,688,198.277
Bgr,689,1429.08
Bgr,690,407.976
Bgr,691,658.724
Bgr,692,373.227
Bgr,693,112.994
Bgr,694,181.262
Bgr,695,235.131
Bgr,696,68.6161
Bgr,697,128.613
Bgr,698,80.7963
Bgr,699,172.31
Bgr,700,1016.84
Bgr,701,155.119
Bgr,702,187.046
Bgr,703,141.494
Bgr,704,147.247
Bgr,705,118.094
Bgr,706,179.966
Bgr,707,136.417
Bgr,708,367.464
Bgr,709,114.508
Bgr,710,60.6384
Bgr,711,76.7039
Bgr,712,79.5347
Bgr,713,115.652
Bgr,714,52.5228
Bgr,715,128.38
Bgr,716,195.35
Bgr,717,225.814
Bgr,718,354.142
Bgr,719,127.349
Bgr,720,236.657
Bgr,721,422.653
Bgr,722,145.633
Bgr,723,181.628
Bgr,724,952.687
Bgr,725,142.173
Bgr,726,488.998
Bgr,727,115.303
Bgr,728,1064.58
Bgr,729,549.293
Bgr,730,99.4448
Bgr,731,123.733
Bgr,732,216.947
Bgr,733,74.2699
Bgr,734,376.492
Bgr,735,167.459
Bgr,736,180.68
Bgr,737,217.524
Bgr,738,147.878
Bgr,739,107.366
Bgr,740,175.453
Bgr,741,40.8779
Bgr,742,90.1392
Bgr,743,117.34
Bgr,744,264.371
Bgr,745,42.7571
Bgr,746,594.941
Bgr,747,335.122
Bgr,748,452.435
Bgr,749,309.551
Bgr,750,117.947
Bgr,751,127.372
Bgr,752,110.719
Bgr,753,149.991
Bgr,754,138.853
Bgr,755,305.211
Bgr,756,67.9719
Bgr,757,929.201
Bgr,758,793.902
Bgr,759,110.591
Bgr,760,214.348
Bgr,761,197.526
Bgr,762,116.003
Bgr,763,223.34
Bgr,764,740.895
Bgr,765,79.8168
Bgr,766,183.045
Bgr,767,121.742
Bgr,768,58.944
Bgr,769,102.755
Bgr,770,181.718
Bgr,771,177.212
Bgr,772,53.9672
Bgr,773,78.9342
Bgr,774,196.41
Bgr,775,223.294
Bgr,776,368.286
Bgr,777,237.754
Bgr,778,33.578
Bgr,779,52.3948
Bgr,780,161.879
Bgr,781,55.3802
Bgr,782,222.558
Bgr,783,266.599
Bgr,784,118.234
Bgr,785,196.192
Bgr,786,1453.76
Bgr,787,287.315
Bgr,788,69.2484
Bgr,789,99.4279
Bgr,790,241.596
Bgr,791,138.46
Bgr,792,230.137
Bgr,793,1270.77
Bgr,794,115.183
Bgr,795,66.5499
Bgr,796,113.955
Bgr,797,1227.57
Bgr,798,892.465
Bgr,799,319.876
Bgr,800,207.288
Bgr,801,387.736
Bgr,802,94.7658
Bgr,803,172.994
Bgr,804,771.811
Bgr,805,267.021
Bgr,806,93.9775
Bgr,807,221.491
Bgr,808,103.999
Bgr,809,145.624
Bgr,810,122.484
Bgr,811,1039.57
Bgr,812,154.896
Bgr,813,277.62
Bgr,814,183.133
Bgr,815,2167.8
Bgr,816,65.167
Bgr,817,220.751
Bgr,818,188.488
Bgr,819,125.33
Bgr,820,157.245
Bgr,821,85.7361
Bgr,822,1411.31
Bgr,823,332.953
Bgr,824,599.382
Bgr,825,447.267
Bgr,826,114.925
Bgr,827,102.554
Bgr,828,230.869
Bgr,829,392.229
Bgr,830,588.296
Bgr,831,366.619
Bgr,832,171.469
Bgr,833,163.053
Bgr,834,640.823
Bgr,835,234.201
Bgr,836,483.846
Bgr,837,89.031
Bgr,838,90.4502
Bgr,839,91.0227
Bgr,840,41.0834
Bgr,841,29.3192
Bgr,842,1406.31
Bgr,843,100.392
Bgr,844,308.628
Bgr,845,437.726
Bgr,846,81.5106
Bgr,847,449.522
Bgr,848,112.702
Bgr,849,57.3925
Bgr,850,893.87
Bgr,851,1148.43
Bgr,852,121.951
Bgr,853,264.931
Bgr,854,260.538
Bgr,855,63.506
Bgr,856,171.27
Bgr,857,388.077
Bgr,858,68.959
Bgr,859,192.298
Bgr,860,241.558
Bgr,861,326.242
Bgr,862,153.557
Bgr,863,183.31
Bgr,864,158.688
Bgr,865,113.191
Bgr,866,244.31
Bgr,867,25.7618
Bgr,868,53.4566
Bgr,869,59.7359
Bgr,870,20.9268
Bgr,871,1193.66
Bgr,872,96.4808
Bgr,873,149.271
Bgr,874,582.309
Bgr,875,327.32
Bgr,876,48.4791
Bgr,877,506.04
Bgr,878,118.346
Bgr,879,290.649
Bgr,880,101.725
Bgr,881,51.3081
Bgr,882,185.69
Bgr,883,160.379
Bgr,884,477.242
Bgr,885,1452.32
Bgr,886,185.867
Bgr,887,586.632
Bgr,888,142.257
Bgr,889,266.286
Bgr,890,232.016
Bgr,891,469.22
Bgr,892,298.229
Bgr,893,55.6119
Bgr,894,352.636
Bgr,895,145.62
Bgr,896,106.635
Bgr,897,274.319
Bgr,898,82.951
Bgr,899,206.902
Bgr,900,150.712
Bgr,901,89.8139
Bgr,902,99.1393
Bgr,903,176.561
Bgr,904,431.931
Bgr,905,77.6194
Bgr,906,351.626
Bgr,907,101.537
Bgr,908,142.77
Bgr,909,337.855
Bgr,910,92.7114
Bgr,911,40.3048
Bgr,912,615.915
Bgr,913,81.607
Bgr,914,431.031
Bgr,915,176.607
Bgr,916,1070.5
Bgr,917,57.764
Bgr,918,163.047
Bgr,919,283.577
Bgr,920,91.8876
Bgr,921,138.908
Bgr,922,381.842
Bgr,923,144.982
Bgr,924,132.461
Bgr,925,150.501
Bgr,926,174.564
Bgr,927,159.242
Bgr,928,233.922
Bgr,929,350.064
Bgr,930,121.528
Bgr,931,115.049
Bgr,932,1396.13
Bgr,933,117.884
Bgr,934,93.9397
Bgr,935,153.716
Bgr,936,310.545
Bgr,937,108.487
Bgr,938,889.997
Bgr,939,197.719
Bgr,940,120.533
Bgr,941,147.713
Bgr,942,352.076
Bgr,943,529.621
Bgr,944,176.424
Bgr,945,86.748
Bgr,946,157.816
Bgr,947,133.668
Bgr,948,140.043
Bgr,949,120.495
Bgr,950,1127.41
Bgr,951,217.044
Bgr,952,107.414
Bgr,953,222.325
Bgr,954,1358.33
Bgr,955,461.622
Bgr,956,196.134
Bgr,957,781.623
Bgr,958,245.947
Bgr,959,69.1844
Bgr,960,203.787
Bgr,961,178.941
Bgr,962,49.9951
Bgr,963,92.6709
Bgr,964,72.1119
Bgr,965,308.602
Bgr,966,162.852
Bgr,967,140.508
Bgr,968,154.276
Bgr,969,375.491
Bgr,970,124.64
Bgr,971,101.398
Bgr,972,228.525
Bgr,973,1262.27
Bgr,974,123.854
Bgr,975,149.126
Bgr,976,224.384
Bgr,977,202.205
Bgr,978,274.71
Bgr,979,964.801
Bgr,980,109.097
Bgr,981,125.219
Bgr,982,247.216
Bgr,983,293.844
Bgr,984,241.071
Bgr,985,279.204
Bgr,986,1297.39
Bgr,987,138.812
Bgr,988,167.688
Bgr,989,222.587
Bgr,990,251.689
Bgr,991,292.538
Bgr,992,58.7818
Bgr,993,172.827
Bgr,994,234.244
Bgr,995,145.86
Bgr,996,65.0059
Bgr,997,96.2399
Bgr,998,178.532
Bgr,999,201.171
Bgr,1000,194.65
Bgr,1001,134.732
Bgr,1002,82.5221
Bgr,1003,150
Bgr,1004,245.092
Bgr,1005,57.8443
Bgr,1006,252.404
Bgr,1007,89.3707
Bgr,1008,138.503
Bgr,1009,212.467
Bgr,1010,214.188
Bgr,1011,106.191
Bgr,1012,1476.17
Bgr,1013,813.077
Bgr,1014,74.2871
Bgr,1015,436.561
Bgr,1016,1151.08
Bgr,1017,461.927
Bgr,1018,58.82
Bgr,1019,478.987
Bgr,1020,109.526
Bgr,1021,469.867
Bgr,1022,139.637
Bgr,1023,63.1001
Bgr,1024,141.792
Bgr,1025,195.096
Bgr,1026,307.747
Bgr,1027,275.179
Bgr,1028,69.5828
Bgr,1029,175.416
Bgr,1030,121.88
Bgr,1031,90.982
Bgr,1032,110.121
Bgr,1033,546.028
Bgr,1034,172.99
Bgr,1035,117.69
Bgr,1036,162.85
Bgr,1037,25.7416
Bgr,1038,454.042
Bgr,1039,119.409
Bgr,1040,81.1281
Bgr,1041,720.051
Bgr,1042,239.447
Bgr,1043,203.927
Bgr,1044,248.557
Bgr,1045,95.4236
Bgr,1046,81.6428
Bgr,1047,892.386
Bgr,1048,469.86
Bgr,1049,94.2277
Bgr,1050,505.607
Bgr,1051,64.3011
Bgr,1052,110.436
Bgr,1053,141.466
Bgr,1054,73.0704
Bgr,1055,93.8119
Bgr,1056,27.8298
Bgr,1057,335.888
Bgr,1058,138.174
Bgr,1059,261.048
Bgr,1060,587.388
Bgr,1061,1706.78
Bgr,1062,767.285
Bgr,1063,90.3171
Bgr,1064,901.305
Bgr,1065,112.802
Bgr,1066,140.005
Bgr,1067,230.371
Bgr,1068,98.7883
Bgr,1069,261.155
Bgr,1070,419.513
Bgr,1071,431.13
Bgr,1072,1010.65
Bgr,1073,136.086
Bgr,1074,217.514
Bgr,1075,780.793
Bgr,1076,213.879
Bgr,1077,306.117
Bgr,1078,443.676
Bgr,1079,91.5816
Bgr,1080,136.125
Bgr,1081,375.717
Bgr,1082,172.879
Bgr,1083,174.781
Bgr,1084,593.549
Bgr,1085,210.994
Bgr,1086,77.4526
Bgr,1087,296.844
Bgr,1088,67.9301
Bgr,1089,319.963
Bgr,1090,206.398
Bgr,1091,145.938
Bgr,1092,188.463
Bgr,1093,22.3104
Bgr,1094,227.552
Bgr,1095,184.32
Bgr,1096,443.193
Bgr,1097,176.019
Bgr,1098,132.45
Bgr,1099,170.763
Bgr,1100,166.81
Bgr,1101,154.259
Bgr,1102,86.3815
Bgr,1103,92.3032
Bgr,1104,201.24
Bgr,1105,191.01
Bgr,1106,133.528
Bgr,1107,261.096
Bgr,1108,83.8078
Bgr,1109,132.558
Bgr,1110,82.4394
Bgr,1111,115.025
Bgr,1112,159.581
Bgr,1113,163.667
Bgr,1114,128.485
Bgr,1115,153.718
Bgr,1116,78.0315
Bgr,1117,245.434
Bgr,1118,130.899
Bgr,1119,231.497
Bgr,1120,61.8201
Bgr,1121,307.152
Bgr,1122,200.375
Bgr,1123,169.793
Bgr,1124,116.202
Bgr,1125,1023.59
Bgr,1126,145.486
Bgr,1127,162.588
Bgr,1128,413.951
Bgr,1129,116.256
Bgr,1130,105.556
Bgr,1131,134.079
Bgr,1132,113.71
Bgr,1133,159.223
Bgr,1134,498.494
Bgr,1135,156.985
Bgr,1136,68.9431
Bgr,1137,220.881
Bgr,1138,147.605
Bgr,1139,325.666
Bgr,1140,241.04
Bgr,1141,385.147
Bgr,1142,1907.54
Bgr,1143,98.5235
Bgr,1144,288.682
Bgr,1145,441.485
Bgr,1146,635.547
Bgr,1147,81.4856
Bgr,1148,612.679
Bgr,1149,1192.84
Bgr,1150,209.282
Bgr,1151,123.51
Bgr,1152,1902.01
Bgr,1153,145.631
Bgr,1154,171.618
Bgr,1155,74.3134
Bgr,1156,48.5838
Bgr,1157,327.496
Bgr,1158,79.9198
Bgr,1159,175.041
Bgr,1160,356.561
Bgr,1161,1184.07
Bgr,1162,169.426
Bgr,1163,94.5275
Bgr,1164,55.973
Bgr,1165,136.841
Bgr,1166,123.614
Bgr,1167,101.777
Bgr,1168,166.379
Bgr,1169,446.583
Bgr,1170,274.193
Bgr,1171,596.764
Bgr,1172,1702.71
Bgr,1173,1989.63
Bgr,1174,65.9176
Bgr,1175,39.6612
Bgr,1176,49.2688
Bgr,1177,211.322
Bgr,1178,88.6255
Bgr,1179,387.214
Bgr,1180,163.703
Bgr,1181,2478.85
Bgr,1182,1039.52
Bgr,1183,44.0233
Bgr,1184,169.819
Bgr,1185,247.196
Bgr,1186,152.475
Bgr,1187,211.191
Bgr,1188,2078.55
Bgr,1189,566.874
Bgr,1190,1431.89
Bgr,1191,124.709
Bgr,1192,119.142
Bgr,1193,723.956
Bgr,1194,406.233
Bgr,1195,467.314
Bgr,1196,70.343
Bgr,1197,97.0705
Bgr,1198,175.056
Bgr,1199,220.348
Bgr,1200,112.083
Bgr,1201,222.075
Bgr,1202,235.291
Bgr,1203,225.486
Bgr,1204,112.436
Bgr,1205,140.716
Bgr,1206,157.957
Bgr,1207,130.58
Bgr,1208,948.907
Bgr,1209,355.743
Bgr,1210,164.444
Bgr,1211,269.029
Bgr,1212,102.299
Bgr,1213,77.3251
Bgr,1214,100.217
Bgr,1215,52.6267
Bgr,1216,212.837
Bgr,1217,318.767
Bgr,1218,135.547
Bgr,1219,179.706
Bgr,1220,365.099
Bgr,1221,69.4745
