Isotope,Event,Energy
Bgr,182,26.673
Bgr,183,59.055
Bgr,184,78.9201
Bgr,185,39.2458
Bgr,186,142.378
Bgr,187,265.874
Bgr,188,883.058
Bgr,189,124.853
Bgr,190,87.2482
Bgr,191,311.032
Bgr,192,177.758
Bgr,193,195.133
Bgr,194,208.523
Bgr,195,50.7724
Bgr,196,65.4881
Bgr,197,188.769
Bgr,198,104.823
Bgr,199,217.863
Bgr,200,282.805
Bgr,201,91.914
Bgr,202,121.257
Bgr,203,67.2698
Bgr,204,106.262
Bgr,205,122.3
Bgr,206,30.0143
Bgr,207,785.483
Bgr,208,89.9512
Bgr,209,122.022
Bgr,210,38.9532
Bgr,211,183.687
Bgr,212,100.629
Bgr,213,321.439
Bgr,214,60.7107
Bgr,215,306.417
Bgr,216,78.9601
Bgr,217,1668.54
Bgr,218,203.514
Bgr,219,183.27
Bgr,220,109.003
Bgr,221,223.92
Bgr,222,141.267
Bgr,223,112.338
Bgr,224,153.997
Bgr,225,78.8651
Bgr,226,31.798
Bgr,227,131.41
Bgr,228,81.4207
Bgr,229,246.682
Bgr,230,61.7167
Bgr,231,398.919
Bgr,232,55.9517
Bgr,233,22.3503
Bgr,234,63.733
Bgr,235,113.415
Bgr,236,60.0927
Bgr,237,143.67
Bgr,238,167.915
Bgr,239,120.35
Bgr,240,123.795
Bgr,241,291.894
Bgr,242,108.661
Bgr,243,164.853
Bgr,244,77.8652
Bgr,245,63.0239
Bgr,246,124.53
Bgr,247,72.1464
Bgr,248,95.0983
Bgr,249,241.911
Bgr,250,65.4303
Bgr,251,76.1212
Bgr,252,113.694
Bgr,253,63.4518
Bgr,254,16.396
Bgr,255,114.407
Bgr,256,43.7359
Bgr,257,176.235
Bgr,258,26.3688
Bgr,259,636.517
Bgr,260,223.135
Bgr,261,122.67
Bgr,262,377.752
Bgr,263,188.546
Bgr,264,116.916
Bgr,265,72.9588
Bgr,266,112.689
Bgr,267,107.028
Bgr,268,243.234
Bgr,269,54.9225
Bgr,270,207.118
Bgr,271,196.01
Bgr,272,281.211
Bgr,273,139.006
Bgr,274,18.8431
Bgr,275,164.083
Bgr,276,429.799
Bgr,277,128.553
Bgr,278,46.0721
Bgr,279,47.3396
Bgr,280,238.443
Bgr,281,144.774
Bgr,282,324.14
Bgr,283,1487.23
Bgr,284,129.077
Bgr,285,83.9914
Bgr,286,146.018
Bgr,287,129.207
Bgr,288,107.345
Bgr,289,269.502
Bgr,290,88.38
Bgr,291,1262.28
Bgr,292,314.947
Bgr,293,84.8677
Bgr,294,96.3846
Bgr,295,191.844
Bgr,296,52.6351
Bgr,297,81.5654
Bgr,298,23.25
Bgr,299,205.084
Bgr,300,123.493
Bgr,301,154.31
Bgr,302,87.2116
Bgr,303,204.4
Bgr,304,127.295
Bgr,305,152.893
Bgr,306,232.8
Bgr,307,125.566
Bgr,308,109.351
Bgr,309,1092.08
Bgr,310,136.72
Bgr,311,218.411
Bgr,312,41.1486
Bgr,313,108.088
Bgr,314,20.437
Bgr,315,207.649
Bgr,316,81.0039
Bgr,317,64.0534
Bgr,318,174.318
Bgr,319,196.871
Bgr,320,60.8028
Bgr,321,186.321
Bgr,322,243.86
Bgr,323,60.8659
Bgr,324,189.673
Bgr,325,165.096
Bgr,326,182.812
Bgr,327,109.251
Bgr,328,83.8779
Bgr,329,148.339
Bgr,330,26.6374
Bgr,331,189.136
Bgr,332,125.024
Bgr,333,128.513
Bgr,334,160.622
Bgr,335,46.6032
Bgr,336,89.4959
Bgr,337,87.7097
Bgr,338,144.235
Bgr,339,160.508
Bgr,340,85.8383
Bgr,341,146.789
Bgr,342,73.5936
Bgr,343,848.301
Bgr,344,698.611
Bgr,345,168.295
Bgr,346,169.975
Bgr,347,168.031
Bgr,348,37.4765
Bgr,349,86.2132
Bgr,350,62.9011
Bgr,351,123.245
Bgr,352,152.839
Bgr,353,128.879
Bgr,354,54.0718
Bgr,355,141.325
Bgr,356,125.103
Bgr,357,112.897
Bgr,358,119.42
Bgr,359,194.521
Bgr,360,77.7483
Bgr,361,112.891
Bgr,362,176.923
Bgr,363,227.214
Bgr,364,58.7855
Bgr,365,100.392
Bgr,366,42.434
Bgr,367,267.512
Bgr,368,99.0553
Bgr,369,97.5139
Bgr,370,109.252
Bgr,371,26.2951
Bgr,372,67.4473
Bgr,373,106.962
Bgr,374,55.7303
Bgr,375,87.9342
Bgr,376,63.0932
Bgr,377,346.841
Bgr,378,152.067
Bgr,379,80.1255
Bgr,380,335.485
Bgr,381,100.19
Bgr,382,186.386
Bgr,383,220.849
Bgr,384,126.718
Bgr,385,31.9447
Bgr,386,100.022
Bgr,387,365.325
Bgr,388,124.043
Bgr,389,64.5229
Bgr,390,345.031
Bgr,391,164.421
Bgr,392,46.7569
Bgr,393,64.0081
Bgr,394,176.566
Bgr,395,216.578
Bgr,396,56.1055
Bgr,397,142.776
Bgr,398,64.0183
Bgr,399,123.574
Bgr,400,132.928
Bgr,401,209.998
Bgr,402,391.199
Bgr,403,92.184
Bgr,404,88.1245
Bgr,405,98.8245
Bgr,406,155.299
Bgr,407,73.8784
Bgr,408,177.183
Bgr,409,287.985
Bgr,410,104.762
Bgr,411,94.6465
Bgr,412,241.394
Bgr,413,108.386
Bgr,414,214.837
Bgr,415,79.7463
Bgr,416,59.9824
Bgr,417,251.548
Bgr,418,233.188
Bgr,419,37.3067
Bgr,420,229.641
Bgr,421,193.054
Bgr,422,140.297
Bgr,423,152.055
Bgr,424,22.9089
Bgr,425,46.4023
Bgr,426,111.861
Bgr,427,797.329
Bgr,428,129.428
Bgr,429,76.3617
Bgr,430,192.355
Bgr,431,53.8244
Bgr,432,116.506
Bgr,433,213.556
Bgr,434,87.473
Bgr,435,125.962
Bgr,436,273.354
Bgr,437,75.1636
Bgr,438,110.918
Bgr,439,152.915
Bgr,440,110.185
Bgr,441,145.48
Bgr,442,92.0101
Bgr,443,94.1478
Bgr,444,240.834
Bgr,445,51.92
Bgr,446,196.668
Bgr,447,19.2654
Bgr,448,161.701
Bgr,449,497.181
Bgr,450,155.376
Bgr,451,214.673
Bgr,452,16.7141
Bgr,453,71.5738
Bgr,454,71.0317
Bgr,455,87.7872
Bgr,456,60.5968
Bgr,457,257.734
Bgr,458,130.224
Bgr,459,60.4895
Bgr,460,89.5778
Bgr,461,85.1641
Bgr,462,216.711
Bgr,463,856.944
Bgr,464,47.3119
Bgr,465,108.012
Bgr,466,164.707
Bgr,467,70.2565
Bgr,468,33.3613
Bgr,469,182.275
Bgr,470,640.401
Bgr,471,74.9602
Bgr,472,167.206
Bgr,473,123.847
Bgr,474,56.0772
Bgr,475,220.194
Bgr,476,234.317
Bgr,477,195.991
Bgr,478,103.116
Bgr,479,168.804
Bgr,480,70.7356
Bgr,481,142.589
Bgr,482,214.878
Bgr,483,18.468
Bgr,484,170.213
Bgr,485,88.8346
Bgr,486,77.7053
Bgr,487,76.542
Bgr,488,64.8641
Bgr,489,324.781
Bgr,490,209.164
Bgr,491,160.389
Bgr,492,101.307
Bgr,493,153.483
Bgr,494,238.457
Bgr,495,185.093
Bgr,496,43.5994
Bgr,497,160.388
Bgr,498,567.685
Bgr,499,55.0781
Bgr,500,408.149
Bgr,501,100.084
Bgr,502,137.04
Bgr,503,370.254
Bgr,504,75.3259
Bgr,505,547.899
Bgr,506,132.136
Bgr,507,110.829
Bgr,508,135.307
Bgr,509,67.0877
Bgr,510,96.4193
Bgr,511,102.737
Bgr,512,132.434
Bgr,513,39.3386
Bgr,514,734.96
Bgr,515,150.62
Bgr,516,31.5092
Bgr,517,149.668
Bgr,518,43.5881
Bgr,519,411.335
Bgr,520,117.459
Bgr,521,125.922
Bgr,522,132.834
Bgr,523,216.66
Bgr,524,158.472
Bgr,525,132.142
Bgr,526,86.7264
Bgr,527,617.191
Bgr,528,237.048
Bgr,529,45.7605
Bgr,530,92.6163
Bgr,531,105.263
Bgr,532,61.0169
Bgr,533,299.619
Bgr,534,72.2331
Bgr,535,100.815
Bgr,536,445.696
Bgr,537,70.7372
Bgr,538,111.944
Bgr,539,602.922
Bgr,540,18.1963
Bgr,541,117.629
Bgr,542,69.272
Bgr,543,754.622
Bgr,544,73.7677
Bgr,545,321.601
Bgr,546,125.503
Bgr,547,157.655
Bgr,548,255.084
Bgr,549,320.252
Bgr,550,263
Bgr,551,76.5534
Bgr,552,620.178
Bgr,553,172.31
Bgr,554,56.366
Bgr,555,122.531
Bgr,556,183.644
Bgr,557,130.161
Bgr,558,62.0975
Bgr,559,136.122
Bgr,560,59.3076
Bgr,561,186.361
Bgr,562,72.6043
Bgr,563,143.441
Bgr,564,38.3144
Bgr,565,31.1136
Bgr,566,96.8502
Bgr,567,51.5651
Bgr,568,172.412
Bgr,569,98.7605
Bgr,570,229.886
Bgr,571,90.8549
Bgr,572,95.9737
Bgr,573,666.032
Bgr,574,61.5786
Bgr,575,99.7658
Bgr,576,100.94
Bgr,577,91.2292
Bgr,578,192.726
Bgr,579,221.333
Bgr,580,101.116
Bgr,581,197.927
Bgr,582,65.8756
Bgr,583,69.9583
Bgr,584,71.615
Bgr,585,181.24
Bgr,586,111.179
Bgr,587,60.3545
Bgr,588,131.324
Bgr,589,52.7446
Bgr,590,235.786
Bgr,591,82.7941
Bgr,592,26.5531
Bgr,593,242.752
Bgr,594,104.539
Bgr,595,101.222
Bgr,596,47.9169
Bgr,597,235.098
Bgr,598,233.143
Bgr,599,183.686
Bgr,600,169.372
Bgr,601,58.0731
Bgr,602,123.452
Bgr,603,115.713
Bgr,604,61.255
Bgr,605,123.08
Bgr,606,214.014
Bgr,607,122.682
Bgr,608,111.75
Bgr,609,103.297
Bgr,610,82.7979
Bgr,611,29.0644
Bgr,612,195.857
Bgr,613,177.593
Bgr,614,62.4999
Bgr,615,86.2071
Bgr,616,240.093
Bgr,617,80.2778
Bgr,618,203.853
Bgr,619,86.154
Bgr,620,76.1199
Bgr,621,156.967
Bgr,622,176.857
Bgr,623,103.72
Bgr,624,155.409
Bgr,625,79.6341
Bgr,626,93.506
Bgr,627,167.072
Bgr,628,85.1166
Bgr,629,45.3862
Bgr,630,167.993
Bgr,631,108.426
Bgr,632,169.59
Bgr,633,220.324
Bgr,634,14.6201
Bgr,635,180.873
Bgr,636,156.691
Bgr,637,356.412
Bgr,638,71.126
Bgr,639,77.5564
Bgr,640,110.497
Bgr,641,52.8671
Bgr,642,172.303
Bgr,643,89.4999
Bgr,644,160.407
Bgr,645,70.5921
Bgr,646,264.16
Bgr,647,109.4
Bgr,648,135.846
Bgr,649,155.364
Bgr,650,210.131
Bgr,651,178.394
Bgr,652,56.7626
Bgr,653,101.656
Bgr,654,172.754
Bgr,655,71.6225
Bgr,656,257.411
Bgr,657,40.3046
Bgr,658,60.4921
Bgr,659,144.926
Bgr,660,69.9789
Bgr,661,168.362
Bgr,662,109.136
Bgr,663,104.172
Bgr,664,71.8002
Bgr,665,127.026
Bgr,666,138.827
Bgr,667,123.486
Bgr,668,118.881
Bgr,669,105.391
Bgr,670,60.0681
Bgr,671,107.66
Bgr,672,35.4678
Bgr,673,93.2712
Bgr,674,116.906
Bgr,675,45.8446
Bgr,676,82.5327
Bgr,677,85.9555
Bgr,678,438.182
Bgr,679,194.589
Bgr,680,206.84
Bgr,681,71.9275
Bgr,682,209.379
Bgr,683,65.7151
Bgr,684,111.377
Bgr,685,115.274
Bgr,686,127.24
Bgr,687,89.3983
Bgr,688,181.489
Bgr,689,64.1455
Bgr,690,71.0381
Bgr,691,165.716
Bgr,692,90.231
Bgr,693,95.4033
Bgr,694,73.284
Bgr,695,85.774
Bgr,696,185.925
Bgr,697,25.1751
Bgr,698,83.4753
Bgr,699,161.529
Bgr,700,136.508
Bgr,701,182.383
Bgr,702,65.6165
Bgr,703,76.8053
Bgr,704,157.448
Bgr,705,111.511
Bgr,706,87.3815
Bgr,707,350.93
Bgr,708,82.3008
Bgr,709,130.867
Bgr,710,955.356
Bgr,711,110.931
Bgr,712,155.158
Bgr,713,99.203
Bgr,714,65.5639
Bgr,715,88.3652
Bgr,716,234.436
Bgr,717,96.3296
Bgr,718,399.391
Bgr,719,83.1655
Bgr,720,257.409
Bgr,721,114.079
Bgr,722,69.121
Bgr,723,101.978
Bgr,724,93.2623
Bgr,725,1097.86
Bgr,726,151.954
Bgr,727,59.8658
Bgr,728,132.691
Bgr,729,35.4607
Bgr,730,18.2534
Bgr,731,75.0863
Bgr,732,80.637
Bgr,733,117.811
Bgr,734,98.4061
Bgr,735,199.495
Bgr,736,91.5462
Bgr,737,49.553
Bgr,738,91.2716
Bgr,739,71.3001
Bgr,740,75.8164
Bgr,741,106.177
Bgr,742,62.3684
Bgr,743,92.9129
Bgr,744,337.769
Bgr,745,62.7028
Bgr,746,120.166
Bgr,747,228.553
Bgr,748,56.719
Bgr,749,104.426
Bgr,750,75.7782
Bgr,751,45.5839
Bgr,752,156.066
Bgr,753,39.2217
Bgr,754,139.349
Bgr,755,62.8018
Bgr,756,109.532
Bgr,757,24.5797
Bgr,758,263.188
Bgr,759,223.45
Bgr,760,92.2149
Bgr,761,621.209
Bgr,762,149.401
Bgr,763,98.8554
Bgr,764,304.508
Bgr,765,34.1137
Bgr,766,208.228
Bgr,767,44.217
Bgr,768,117.216
Bgr,769,111.787
Bgr,770,157.786
Bgr,771,632.619
Bgr,772,1341.96
Bgr,773,174.17
Bgr,774,91.8185
Bgr,775,313.706
Bgr,776,36.3475
Bgr,777,49.1141
Bgr,778,82.9756
Bgr,779,166.391
Bgr,780,89.0275
Bgr,781,93.3052
Bgr,782,31.0774
Bgr,783,111.633
Bgr,784,130.566
Bgr,785,94.4016
Bgr,786,357.187
Bgr,787,48.7016
Bgr,788,32.5667
Bgr,789,120.86
Bgr,790,75.9174
Bgr,791,153.118
Bgr,792,94.111
Bgr,793,140.15
Bgr,794,120.474
Bgr,795,270.168
Bgr,796,213.2
Bgr,797,66.178
Bgr,798,323.611
Bgr,799,12.6688
Bgr,800,80.957
Bgr,801,126.239
Bgr,802,604.56
Bgr,803,318.083
Bgr,804,107.457
Bgr,805,96.4155
Bgr,806,159.448
Bgr,807,187.354
Bgr,808,142.309
Bgr,809,63.4927
Bgr,810,315.112
Bgr,811,318.357
Bgr,812,44.0651
Bgr,813,156.483
Bgr,814,135.741
Bgr,815,176.182
Bgr,816,163.356
Bgr,817,149.772
Bgr,818,81.3517
Bgr,819,194.341
Bgr,820,91.8906
Bgr,821,111.18
Bgr,822,84.7892
Bgr,823,152.793
Bgr,824,344.248
Bgr,825,91.9413
Bgr,826,116.635
Bgr,827,57.4191
Bgr,828,68.6618
Bgr,829,88.9575
Bgr,830,91.6714
Bgr,831,92.5172
Bgr,832,120.329
Bgr,833,50.4667
Bgr,834,68.2493
Bgr,835,75.7056
Bgr,836,351.011
Bgr,837,256.129
Bgr,838,103.34
Bgr,839,211.54
Bgr,840,99.247
Bgr,841,172.235
Bgr,842,152.895
Bgr,843,72.8847
Bgr,844,414.258
Bgr,845,94.4561
Bgr,846,53.7367
Bgr,847,139.541
Bgr,848,132.065
Bgr,849,129.158
Bgr,850,312.876
Bgr,851,121.269
Bgr,852,151.544
Bgr,853,109.883
Bgr,854,207.963
Bgr,855,132.433
Bgr,856,202.543
Bgr,857,187.982
Bgr,858,46.7825
Bgr,859,56.0623
Bgr,860,151.534
Bgr,861,100.963
Bgr,862,125.535
Bgr,863,23.3742
Bgr,864,56.0655
Bgr,865,74.5103
Bgr,866,88.4292
Bgr,867,199.193
Bgr,868,146.013
Bgr,869,266.255
Bgr,870,163.606
Bgr,871,261.567
Bgr,872,83.9647
Bgr,873,71.4554
Bgr,874,158.183
Bgr,875,80.025
Bgr,876,175.193
Bgr,877,202.951
Bgr,878,116.268
Bgr,879,128.928
Bgr,880,157.947
Bgr,881,177.049
Bgr,882,60.4594
Bgr,883,205.491
Bgr,884,124.269
Bgr,885,118.214
Bgr,886,1165.58
Bgr,887,1333.34
Bgr,888,1059.48
Bgr,889,121.178
Bgr,890,19.5067
Bgr,891,156.235
Bgr,892,180.859
Bgr,893,1015.97
Bgr,894,67.4346
Bgr,895,89.9887
Bgr,896,62.2152
Bgr,897,97.3876
Bgr,898,111.813
Bgr,899,146.038
Bgr,900,179.968
Bgr,901,185.748
Bgr,902,67.1335
Bgr,903,154.066
Bgr,904,234.813
Bgr,905,61.5004
Bgr,906,112.48
Bgr,907,51.072
Bgr,908,75.6424
Bgr,909,168.479
Bgr,910,159.131
Bgr,911,161.728
Bgr,912,170.227
Bgr,913,233.862
Bgr,914,154.015
Bgr,915,59.1515
Bgr,916,127.791
Bgr,917,143.036
Bgr,918,87.259
Bgr,919,72.2262
Bgr,920,85.3088
Bgr,921,116.594
Bgr,922,91.4139
Bgr,923,105.92
Bgr,924,45.246
Bgr,925,200.666
Bgr,926,183.807
Bgr,927,517.629
Bgr,928,89.5917
Bgr,929,69.774
Bgr,930,253.641
Bgr,931,221.613
Bgr,932,130.721
Bgr,933,103.498
Bgr,934,242.551
Bgr,935,103.597
Bgr,936,102.497
Bgr,937,112.266
Bgr,938,134.849
Bgr,939,19.8143
Bgr,940,77.5134
Bgr,941,89.757
Bgr,942,323.835
Bgr,943,24.1935
Bgr,944,1179.34
Bgr,945,225.306
Bgr,946,146.312
Bgr,947,31.3401
Bgr,948,108.423
Bgr,949,52.633
Bgr,950,89.5688
Bgr,951,63.3831
Bgr,952,112.568
Bgr,953,93.0275
Bgr,954,61.597
Bgr,955,318.397
Bgr,956,101.671
Bgr,957,98.0041
Bgr,958,149.068
Bgr,959,163.957
Bgr,960,66.89
Bgr,961,168.49
Bgr,962,146.378
Bgr,963,69.3144
Bgr,964,161.123
Bgr,965,56.0386
Bgr,966,134.072
Bgr,967,273.123
Bgr,968,127.235
Bgr,969,153.369
Bgr,970,55.6748
Bgr,971,29.5932
Bgr,972,155.957
Bgr,973,142.944
Bgr,974,115.998
Bgr,975,173.163
Bgr,976,62.4813
Bgr,977,166.108
Bgr,978,693.187
Bgr,979,1206.27
Bgr,980,92.8851
Bgr,981,65.7496
Bgr,982,304.437
Bgr,983,76.3708
Bgr,984,424.247
Bgr,985,115.791
Bgr,986,72.3161
Bgr,987,51.7843
Bgr,988,124.465
Bgr,989,134.121
Bgr,990,142.806
Bgr,991,236.732
Bgr,992,39.5716
Bgr,993,140.919
Bgr,994,513.881
Bgr,995,282.348
Bgr,996,178.14
Bgr,997,266.672
Bgr,998,110.684
Bgr,999,403.48
Bgr,1000,79.4047
Bgr,1001,210.692
Bgr,1002,78.0478
Bgr,1003,74.986
Bgr,1004,26.4367
Bgr,1005,136.559
Bgr,1006,127.074
Bgr,1007,52.1766
Bgr,1008,143.01
Bgr,1009,143.366
Bgr,1010,95.7392
Bgr,1011,199.247
Bgr,1012,50.9644
Bgr,1013,91.3791
Bgr,1014,193.135
Bgr,1015,55.5474
Bgr,1016,461.712
Bgr,1017,162.972
Bgr,1018,210.573
Bgr,1019,96.3064
Bgr,1020,112.624
Bgr,1021,99.2912
Bgr,1022,75.1105
Bgr,1023,127.519
Bgr,1024,135.045
Bgr,1025,191.402
Bgr,1026,241.016
Bgr,1027,180.626
Bgr,1028,78.2804
Bgr,1029,154.982
Bgr,1030,241.934
Bgr,1031,82.8042
Bgr,1032,74.2375
Bgr,1033,107.728
Bgr,1034,82.3679
Bgr,1035,274.562
Bgr,1036,148.24
Bgr,1037,117.832
Bgr,1038,173.743
Bgr,1039,47.7922
Bgr,1040,92.5967
Bgr,1041,104.807
Bgr,1042,74.4974
Bgr,1043,185.214
Bgr,1044,23.4202
Bgr,1045,67.4902
Bgr,1046,122.917
Bgr,1047,108.802
Bgr,1048,37.9105
Bgr,1049,79.0113
Bgr,1050,155.453
Bgr,1051,104.583
Bgr,1052,248.572
Bgr,1053,93.1945
Bgr,1054,82.7425
Bgr,1055,91.9018
Bgr,1056,109.598
Bgr,1057,77.6507
Bgr,1058,52.2972
Bgr,1059,170.519
Bgr,1060,141.351
Bgr,1061,1295.54
Bgr,1062,325.261
Bgr,1063,101.398
Bgr,1064,152.295
Bgr,1065,133.124
Bgr,1066,23.9299
Bgr,1067,119.67
Bgr,1068,181.118
Bgr,1069,27.6773
Bgr,1070,1030.86
Bgr,1071,117.464
Bgr,1072,77.4551
Bgr,1073,833.094
Bgr,1074,54.2867
Bgr,1075,175.167
Bgr,1076,168.055
Bgr,1077,222.76
Bgr,1078,121.877
Bgr,1079,102.119
Bgr,1080,38.268
Bgr,1081,184.632
Bgr,1082,135.089
Bgr,1083,95.7303
Bgr,1084,59.5182
Bgr,1085,349.729
Bgr,1086,245.898
Bgr,1087,23.0299
Bgr,1088,248.051
Bgr,1089,111.711
Bgr,1090,356.377
Bgr,1091,153.417
Bgr,1092,75.1872
Bgr,1093,127.728
Bgr,1094,164.643
Bgr,1095,149.811
Bgr,1096,77.2142
Bgr,1097,61.5643
Bgr,1098,93.685
Bgr,1099,282.649
Bgr,1100,96.6198
Bgr,1101,90.9304
Bgr,1102,131.412
Bgr,1103,133.733
Bgr,1104,102.945
Bgr,1105,229.514
Bgr,1106,67.2766
Bgr,1107,237.951
Bgr,1108,52.5343
Bgr,1109,92.9329
Bgr,1110,723.417
Bgr,1111,120.283
Bgr,1112,183.52
Bgr,1113,234.92
Bgr,1114,348.457
Bgr,1115,97.6279
Bgr,1116,73.4477
Bgr,1117,190.314
Bgr,1118,95.8276
Bgr,1119,48.6467
Bgr,1120,428.719
Bgr,1121,66.8894
Bgr,1122,151.096
Bgr,1123,177.331
Bgr,1124,75.3164
Bgr,1125,92.4034
Bgr,1126,62.8382
Bgr,1127,101.742
Bgr,1128,104.133
Bgr,1129,128.606
Bgr,1130,56.8721
Bgr,1131,1100.05
Bgr,1132,22.3966
Bgr,1133,63.9572
Bgr,1134,71.9031
Bgr,1135,136.614
Bgr,1136,123.38
Bgr,1137,249.758
Bgr,1138,124.485
Bgr,1139,18.3048
Bgr,1140,35.2807
Bgr,1141,97.4901
Bgr,1142,110.298
Bgr,1143,86.8733
Bgr,1144,80.4344
Bgr,1145,110.642
Bgr,1146,77.2233
Bgr,1147,98.339
Bgr,1148,88.1111
Bgr,1149,230.429
Bgr,1150,401.589
Bgr,1151,143.471
Bgr,1152,85.0859
Bgr,1153,77.9298
Bgr,1154,77.0408
Bgr,1155,75.875
Bgr,1156,135.079
Bgr,1157,97.577
Bgr,1158,98.0354
Bgr,1159,66.3383
Bgr,1160,129.016
Bgr,1161,1048.83
Bgr,1162,958.391
Bgr,1163,313.467
Bgr,1164,245.753
Bgr,1165,240.716
Bgr,1166,133.512
Bgr,1167,137.854
Bgr,1168,95.9821
Bgr,1169,70.2531
Bgr,1170,89.4897
Bgr,1171,109.952
Bgr,1172,17.3966
Bgr,1173,153.509
Bgr,1174,107.677
Bgr,1175,447.23
Bgr,1176,81.8235
Bgr,1177,152.771
Bgr,1178,45.0877
Bgr,1179,46.5373
Bgr,1180,114.08
Bgr,1181,73.4592
Bgr,1182,84.4127
Bgr,1183,107.816
Bgr,1184,338.581
Bgr,1185,105.95
Bgr,1186,51.5095
Bgr,1187,372.611
Bgr,1188,40.7347
Bgr,1189,92.1984
Bgr,1190,124.367
Bgr,1191,17.6004
Bgr,1192,137.971
Bgr,1193,80.2964
Bgr,1194,387.883
Bgr,1195,110.148
Bgr,1196,269.826
Bgr,1197,81.7754
Bgr,1198,169.178
Bgr,1199,329.498
Bgr,1200,63.4057
Bgr,1201,121.874
Bgr,1202,1231.67
Bgr,1203,466.519
Bgr,1204,44.249
Bgr,1205,547.618
Bgr,1206,50.8727
Bgr,1207,76.6363
Bgr,1208,74.0802
Bgr,1209,238.189
Bgr,1210,62.8068
