Energy_keV,Signal_counts,Background_counts,Total_counts,Total_norm
205.810546875,33,42,75,75.0
207.275390625,41,59,100,100.0
208.740234375,29,61,90,90.0
210.205078125,26,73,99,99.0
211.669921875,24,55,79,79.0
213.134765625,29,64,93,93.0
214.599609375,29,56,85,85.0
216.064453125,23,66,89,89.0
217.529296875,28,61,89,89.0
218.994140625,32,59,91,91.0
220.458984375,38,63,101,101.0
221.923828125,36,62,98,98.0
223.388671875,24,61,85,85.0
224.853515625,22,52,74,74.0
226.318359375,30,58,88,88.0
227.783203125,36,43,79,79.0
229.248046875,49,61,110,110.0
230.712890625,33,52,85,85.0
232.177734375,24,45,69,69.0
233.642578125,35,50,85,85.0
235.107421875,16,51,67,67.0
236.572265625,20,49,69,69.0
238.037109375,24,43,67,67.0
239.501953125,28,56,84,84.0
240.966796875,35,73,108,108.0
242.431640625,22,48,70,70.0
243.896484375,30,52,82,82.0
245.361328125,25,56,81,81.0
246.826171875,27,44,71,71.0
248.291015625,36,48,84,84.0
249.755859375,24,38,62,62.0
251.220703125,22,50,72,72.0
252.685546875,25,48,73,73.0
254.150390625,24,54,78,78.0
255.615234375,32,40,72,72.0
257.080078125,35,42,77,77.0
258.544921875,21,46,67,67.0
260.009765625,34,39,73,73.0
261.474609375,25,29,54,54.0
262.939453125,23,55,78,78.0
264.404296875,30,43,73,73.0
265.869140625,30,48,78,78.0
267.333984375,32,39,71,71.0
268.798828125,24,35,59,59.0
270.263671875,24,37,61,61.0
271.728515625,40,42,82,82.0
273.193359375,22,35,57,57.0
274.658203125,34,31,65,65.0
276.123046875,28,40,68,68.0
277.587890625,37,45,82,82.0
279.052734375,30,37,67,67.0
280.517578125,22,31,53,53.0
281.982421875,29,37,66,66.0
283.447265625,29,25,54,54.0
284.912109375,18,30,48,48.0
286.376953125,26,44,70,70.0
287.841796875,20,29,49,49.0
289.306640625,23,24,47,47.0
290.771484375,31,34,65,65.0
292.236328125,24,29,53,53.0
293.701171875,22,29,51,51.0
295.166015625,25,26,51,51.0
296.630859375,25,30,55,55.0
298.095703125,27,23,50,50.0
299.560546875,17,28,45,45.0
301.025390625,26,39,65,65.0
302.490234375,24,25,49,49.0
303.955078125,34,26,60,60.0
305.419921875,27,30,57,57.0
306.884765625,29,46,75,75.0
308.349609375,30,30,60,60.0
309.814453125,37,32,69,69.0
311.279296875,21,24,45,45.0
312.744140625,29,22,51,51.0
314.208984375,26,22,48,48.0
315.673828125,34,31,65,65.0
317.138671875,23,22,45,45.0
318.603515625,34,34,68,68.0
320.068359375,38,30,68,68.0
321.533203125,25,29,54,54.0
322.998046875,23,28,51,51.0
324.462890625,24,21,45,45.0
325.927734375,22,34,56,56.0
327.392578125,29,34,63,63.0
328.857421875,30,36,66,66.0
330.322265625,28,29,57,57.0
331.787109375,23,36,59,59.0
333.251953125,30,36,66,66.0
334.716796875,21,21,42,42.0
336.181640625,32,25,57,57.0
337.646484375,29,17,46,46.0
339.111328125,24,32,56,56.0
340.576171875,28,19,47,47.0
342.041015625,42,23,65,65.0
343.505859375,32,25,57,57.0
344.970703125,26,24,50,50.0
346.435546875,23,27,50,50.0
347.900390625,34,21,55,55.0
349.365234375,25,23,48,48.0
350.830078125,20,18,38,38.0
352.294921875,21,20,41,41.0
353.759765625,25,28,53,53.0
355.224609375,36,25,61,61.0
356.689453125,30,27,57,57.0
358.154296875,27,21,48,48.0
359.619140625,30,17,47,47.0
361.083984375,16,22,38,38.0
362.548828125,30,19,49,49.0
364.013671875,28,22,50,50.0
365.478515625,26,23,49,49.0
366.943359375,17,12,29,29.0
368.408203125,30,21,51,51.0
369.873046875,24,16,40,40.0
371.337890625,21,21,42,42.0
372.802734375,27,6,33,33.0
374.267578125,27,16,43,43.0
375.732421875,27,13,40,40.0
377.197265625,27,17,44,44.0
378.662109375,27,11,38,38.0
380.126953125,24,15,39,39.0
381.591796875,27,15,42,42.0
383.056640625,26,14,40,40.0
384.521484375,25,14,39,39.0
385.986328125,20,14,34,34.0
387.451171875,24,23,47,47.0
388.916015625,34,13,47,47.0
390.380859375,34,13,47,47.0
391.845703125,21,12,33,33.0
393.310546875,32,13,45,45.0
394.775390625,24,20,44,44.0
396.240234375,24,12,36,36.0
397.705078125,34,11,45,45.0
399.169921875,33,25,58,58.0
400.634765625,37,13,50,50.0
402.099609375,25,13,38,38.0
403.564453125,32,24,56,56.0
405.029296875,42,18,60,60.0
406.494140625,22,19,41,41.0
407.958984375,30,14,44,44.0
409.423828125,29,17,46,46.0
410.888671875,34,10,44,44.0
412.353515625,34,15,49,49.0
413.818359375,30,18,48,48.0
415.283203125,15,13,28,28.0
416.748046875,42,22,64,64.0
418.212890625,38,12,50,50.0
419.677734375,24,15,39,39.0
421.142578125,28,9,37,37.0
422.607421875,34,15,49,49.0
424.072265625,34,10,44,44.0
425.537109375,28,15,43,43.0
427.001953125,31,6,37,37.0
428.466796875,26,19,45,45.0
429.931640625,39,11,50,50.0
431.396484375,28,14,42,42.0
432.861328125,40,9,49,49.0
434.326171875,33,14,47,47.0
435.791015625,25,15,40,40.0
437.255859375,33,7,40,40.0
438.720703125,39,12,51,51.0
440.185546875,24,21,45,45.0
441.650390625,31,16,47,47.0
443.115234375,29,14,43,43.0
444.580078125,29,14,43,43.0
446.044921875,26,19,45,45.0
447.509765625,37,24,61,61.0
448.974609375,49,11,60,60.0
450.439453125,23,10,33,33.0
451.904296875,26,12,38,38.0
453.369140625,33,7,40,40.0
454.833984375,35,10,45,45.0
456.298828125,17,16,33,33.0
457.763671875,32,9,41,41.0
459.228515625,31,8,39,39.0
460.693359375,33,8,41,41.0
462.158203125,31,9,40,40.0
463.623046875,28,8,36,36.0
465.087890625,22,9,31,31.0
466.552734375,19,7,26,26.0
468.017578125,32,14,46,46.0
469.482421875,26,8,34,34.0
470.947265625,31,15,46,46.0
472.412109375,20,8,28,28.0
473.876953125,18,10,28,28.0
475.341796875,18,11,29,29.0
476.806640625,23,18,41,41.0
478.271484375,22,12,34,34.0
479.736328125,24,9,33,33.0
481.201171875,26,9,35,35.0
482.666015625,25,2,27,27.0
484.130859375,26,24,50,50.0
485.595703125,22,12,34,34.0
487.060546875,10,8,18,18.0
488.525390625,22,10,32,32.0
489.990234375,20,13,33,33.0
491.455078125,15,14,29,29.0
492.919921875,19,6,25,25.0
494.384765625,18,8,26,26.0
495.849609375,7,8,15,15.0
497.314453125,15,13,28,28.0
498.779296875,11,11,22,22.0
500.244140625,11,11,22,22.0
501.708984375,16,16,32,32.0
503.173828125,5,11,16,16.0
504.638671875,13,21,34,34.0
506.103515625,9,16,25,25.0
507.568359375,5,16,21,21.0
509.033203125,10,11,21,21.0
510.498046875,9,12,21,21.0
511.962890625,8,10,18,18.0
513.427734375,9,10,19,19.0
514.892578125,4,10,14,14.0
516.357421875,12,12,24,24.0
517.822265625,6,11,17,17.0
519.287109375,9,6,15,15.0
520.751953125,3,7,10,10.0
522.216796875,9,7,16,16.0
523.681640625,12,7,19,19.0
525.146484375,9,7,16,16.0
526.611328125,3,15,18,18.0
528.076171875,8,4,12,12.0
529.541015625,8,4,12,12.0
531.005859375,14,9,23,23.0
532.470703125,7,9,16,16.0
533.935546875,6,18,24,24.0
535.400390625,2,6,8,8.0
536.865234375,6,2,8,8.0
538.330078125,6,19,25,25.0
539.794921875,3,14,17,17.0
541.259765625,8,12,20,20.0
542.724609375,6,9,15,15.0
544.189453125,6,6,12,12.0
545.654296875,3,11,14,14.0
547.119140625,8,5,13,13.0
548.583984375,5,6,11,11.0
550.048828125,11,16,27,27.0
551.513671875,6,6,12,12.0
552.978515625,4,8,12,12.0
554.443359375,4,13,17,17.0
555.908203125,5,9,14,14.0
557.373046875,2,9,11,11.0
558.837890625,6,6,12,12.0
560.302734375,4,9,13,13.0
561.767578125,6,12,18,18.0
563.232421875,2,12,14,14.0
564.697265625,4,10,14,14.0
566.162109375,3,14,17,17.0
567.626953125,7,8,15,15.0
569.091796875,8,14,22,22.0
570.556640625,4,8,12,12.0
572.021484375,8,6,14,14.0
573.486328125,3,12,15,15.0
574.951171875,6,16,22,22.0
576.416015625,10,11,21,21.0
577.880859375,6,11,17,17.0
579.345703125,3,11,14,14.0
580.810546875,4,11,15,15.0
582.275390625,4,9,13,13.0
583.740234375,4,10,14,14.0
585.205078125,5,16,21,21.0
586.669921875,9,14,23,23.0
588.134765625,6,7,13,13.0
589.599609375,5,13,18,18.0
591.064453125,2,16,18,18.0
592.529296875,2,13,15,15.0
593.994140625,9,8,17,17.0
595.458984375,9,23,32,32.0
596.923828125,16,7,23,23.0
598.388671875,9,18,27,27.0
599.853515625,18,17,35,35.0
601.318359375,12,16,28,28.0
602.783203125,14,15,29,29.0
604.248046875,17,14,31,31.0
605.712890625,17,8,25,25.0
607.177734375,26,10,36,36.0
608.642578125,23,8,31,31.0
610.107421875,28,7,35,35.0
611.572265625,37,5,42,42.0
613.037109375,29,8,37,37.0
614.501953125,45,10,55,55.0
615.966796875,24,5,29,29.0
617.431640625,31,13,44,44.0
618.896484375,46,9,55,55.0
620.361328125,60,12,72,72.0
621.826171875,69,6,75,75.0
623.291015625,63,13,76,76.0
624.755859375,77,5,82,82.0
626.220703125,89,4,93,93.0
627.685546875,94,5,99,99.0
629.150390625,110,1,111,111.0
630.615234375,101,9,110,110.0
632.080078125,121,3,124,124.0
633.544921875,142,4,146,146.0
635.009765625,165,10,175,175.0
636.474609375,126,5,131,131.0
637.939453125,155,12,167,167.0
639.404296875,159,3,162,162.0
640.869140625,212,3,215,215.0
642.333984375,195,9,204,204.0
643.798828125,240,9,249,249.0
645.263671875,177,12,189,189.0
646.728515625,221,9,230,230.0
648.193359375,219,14,233,233.0
649.658203125,225,7,232,232.0
651.123046875,238,7,245,245.0
652.587890625,253,5,258,258.0
654.052734375,266,4,270,270.0
655.517578125,288,4,292,292.0
656.982421875,276,4,280,280.0
658.447265625,273,6,279,279.0
659.912109375,295,7,302,302.0
661.376953125,276,10,286,286.0
662.841796875,248,2,250,250.0
664.306640625,270,8,278,278.0
665.771484375,249,5,254,254.0
667.236328125,265,7,272,272.0
668.701171875,247,2,249,249.0
670.166015625,258,11,269,269.0
671.630859375,228,6,234,234.0
673.095703125,252,6,258,258.0
674.560546875,231,7,238,238.0
676.025390625,218,5,223,223.0
677.490234375,211,3,214,214.0
678.955078125,174,3,177,177.0
680.419921875,171,5,176,176.0
681.884765625,186,5,191,191.0
683.349609375,174,3,177,177.0
684.814453125,147,8,155,155.0
686.279296875,134,9,143,143.0
687.744140625,145,4,149,149.0
689.208984375,118,5,123,123.0
690.673828125,123,8,131,131.0
692.138671875,100,7,107,107.0
693.603515625,107,3,110,110.0
695.068359375,89,8,97,97.0
696.533203125,78,8,86,86.0
697.998046875,78,2,80,80.0
699.462890625,53,6,59,59.0
700.927734375,70,5,75,75.0
702.392578125,43,8,51,51.0
703.857421875,47,10,57,57.0
705.322265625,48,5,53,53.0
706.787109375,37,4,41,41.0
708.251953125,32,2,34,34.0
709.716796875,23,8,31,31.0
711.181640625,28,2,30,30.0
712.646484375,18,7,25,25.0
714.111328125,15,6,21,21.0
715.576171875,22,3,25,25.0
717.041015625,8,9,17,17.0
718.505859375,10,4,14,14.0
719.970703125,11,5,16,16.0
721.435546875,11,1,12,12.0
722.900390625,6,5,11,11.0
724.365234375,8,1,9,9.0
725.830078125,7,8,15,15.0
727.294921875,1,6,7,7.0
728.759765625,2,6,8,8.0
730.224609375,4,2,6,6.0
731.689453125,0,9,9,9.0
733.154296875,2,8,10,10.0
734.619140625,1,8,9,9.0
736.083984375,0,6,6,6.0
737.548828125,1,7,8,8.0
739.013671875,0,5,5,5.0
740.478515625,3,3,6,6.0
741.943359375,1,7,8,8.0
743.408203125,1,2,3,3.0
744.873046875,0,4,4,4.0
746.337890625,0,2,2,2.0
747.802734375,0,9,9,9.0
749.267578125,0,5,5,5.0
750.732421875,0,2,2,2.0
752.197265625,0,5,5,5.0
753.662109375,0,5,5,5.0
755.126953125,0,3,3,3.0
756.591796875,0,2,2,2.0
758.056640625,0,7,7,7.0
759.521484375,0,3,3,3.0
760.986328125,0,4,4,4.0
762.451171875,0,5,5,5.0
763.916015625,0,3,3,3.0
765.380859375,0,5,5,5.0
766.845703125,0,3,3,3.0
768.310546875,0,7,7,7.0
769.775390625,0,2,2,2.0
771.240234375,0,5,5,5.0
772.705078125,0,6,6,6.0
774.169921875,0,5,5,5.0
775.634765625,0,3,3,3.0
777.099609375,0,2,2,2.0
778.564453125,0,6,6,6.0
780.029296875,0,6,6,6.0
781.494140625,0,5,5,5.0
782.958984375,0,9,9,9.0
784.423828125,0,4,4,4.0
785.888671875,0,1,1,1.0
787.353515625,0,5,5,5.0
788.818359375,0,2,2,2.0
790.283203125,0,5,5,5.0
791.748046875,0,2,2,2.0
793.212890625,0,12,12,12.0
794.677734375,0,3,3,3.0
796.142578125,0,4,4,4.0
797.607421875,0,8,8,8.0
799.072265625,0,6,6,6.0
800.537109375,0,1,1,1.0
802.001953125,0,2,2,2.0
803.466796875,0,1,1,1.0
804.931640625,0,5,5,5.0
806.396484375,0,8,8,8.0
807.861328125,0,7,7,7.0
809.326171875,0,7,7,7.0
810.791015625,0,7,7,7.0
812.255859375,0,2,2,2.0
813.720703125,0,5,5,5.0
815.185546875,0,3,3,3.0
816.650390625,0,4,4,4.0
818.115234375,0,4,4,4.0
819.580078125,0,3,3,3.0
821.044921875,0,1,1,1.0
822.509765625,0,3,3,3.0
823.974609375,0,1,1,1.0
825.439453125,0,8,8,8.0
826.904296875,0,3,3,3.0
828.369140625,0,12,12,12.0
829.833984375,0,4,4,4.0
831.298828125,0,1,1,1.0
832.763671875,0,5,5,5.0
834.228515625,0,9,9,9.0
835.693359375,0,4,4,4.0
837.158203125,0,4,4,4.0
838.623046875,0,3,3,3.0
840.087890625,0,4,4,4.0
841.552734375,0,2,2,2.0
843.017578125,0,7,7,7.0
844.482421875,0,5,5,5.0
845.947265625,0,3,3,3.0
847.412109375,0,1,1,1.0
848.876953125,0,5,5,5.0
850.341796875,0,5,5,5.0
851.806640625,0,3,3,3.0
853.271484375,0,4,4,4.0
854.736328125,0,3,3,3.0
856.201171875,0,3,3,3.0
857.666015625,0,1,1,1.0
859.130859375,0,3,3,3.0
860.595703125,0,1,1,1.0
862.060546875,0,0,0,0.0
863.525390625,0,3,3,3.0
864.990234375,0,4,4,4.0
866.455078125,0,3,3,3.0
867.919921875,0,6,6,6.0
869.384765625,0,2,2,2.0
870.849609375,0,1,1,1.0
872.314453125,0,4,4,4.0
873.779296875,0,2,2,2.0
875.244140625,0,9,9,9.0
876.708984375,0,4,4,4.0
878.173828125,0,4,4,4.0
879.638671875,0,6,6,6.0
881.103515625,0,4,4,4.0
882.568359375,0,5,5,5.0
884.033203125,0,8,8,8.0
885.498046875,0,3,3,3.0
886.962890625,0,5,5,5.0
888.427734375,0,0,0,0.0
889.892578125,0,5,5,5.0
891.357421875,0,2,2,2.0
892.822265625,0,6,6,6.0
894.287109375,0,10,10,10.0
895.751953125,0,5,5,5.0
897.216796875,0,8,8,8.0
898.681640625,0,4,4,4.0
900.146484375,0,5,5,5.0
901.611328125,0,2,2,2.0
903.076171875,0,3,3,3.0
904.541015625,0,8,8,8.0
906.005859375,0,5,5,5.0
907.470703125,0,6,6,6.0
908.935546875,0,3,3,3.0
910.400390625,0,7,7,7.0
911.865234375,0,0,0,0.0
913.330078125,0,4,4,4.0
914.794921875,0,8,8,8.0
916.259765625,0,9,9,9.0
917.724609375,0,2,2,2.0
919.189453125,0,4,4,4.0
920.654296875,0,3,3,3.0
922.119140625,0,2,2,2.0
923.583984375,0,4,4,4.0
925.048828125,0,5,5,5.0
926.513671875,0,7,7,7.0
927.978515625,0,5,5,5.0
929.443359375,0,5,5,5.0
930.908203125,0,3,3,3.0
932.373046875,0,7,7,7.0
933.837890625,0,4,4,4.0
935.302734375,0,2,2,2.0
936.767578125,0,0,0,0.0
938.232421875,0,6,6,6.0
939.697265625,0,1,1,1.0
941.162109375,0,7,7,7.0
942.626953125,0,5,5,5.0
944.091796875,0,4,4,4.0
945.556640625,0,4,4,4.0
947.021484375,0,8,8,8.0
948.486328125,0,1,1,1.0
949.951171875,0,4,4,4.0
951.416015625,0,1,1,1.0
952.880859375,0,4,4,4.0
954.345703125,0,6,6,6.0
955.810546875,0,3,3,3.0
957.275390625,0,3,3,3.0
958.740234375,0,4,4,4.0
960.205078125,0,2,2,2.0
961.669921875,0,1,1,1.0
963.134765625,0,2,2,2.0
964.599609375,0,1,1,1.0
966.064453125,0,3,3,3.0
967.529296875,0,4,4,4.0
968.994140625,0,5,5,5.0
970.458984375,0,2,2,2.0
971.923828125,0,3,3,3.0
973.388671875,0,2,2,2.0
974.853515625,0,1,1,1.0
976.318359375,0,3,3,3.0
977.783203125,0,2,2,2.0
979.248046875,0,3,3,3.0
980.712890625,0,1,1,1.0
982.177734375,0,5,5,5.0
983.642578125,0,2,2,2.0
985.107421875,0,1,1,1.0
986.572265625,0,2,2,2.0
988.037109375,0,2,2,2.0
989.501953125,0,2,2,2.0
990.966796875,0,4,4,4.0
992.431640625,0,3,3,3.0
993.896484375,0,6,6,6.0
995.361328125,0,5,5,5.0
996.826171875,0,1,1,1.0
998.291015625,0,4,4,4.0
999.755859375,0,3,3,3.0
1001.220703125,0,0,0,0.0
1002.685546875,0,3,3,3.0
1004.150390625,0,0,0,0.0
1005.615234375,0,1,1,1.0
1007.080078125,0,2,2,2.0
1008.544921875,0,3,3,3.0
1010.009765625,0,2,2,2.0
1011.474609375,0,4,4,4.0
1012.939453125,0,4,4,4.0
1014.404296875,0,1,1,1.0
1015.869140625,0,5,5,5.0
1017.333984375,0,3,3,3.0
1018.798828125,0,3,3,3.0
1020.263671875,0,5,5,5.0
1021.728515625,0,1,1,1.0
1023.193359375,0,3,3,3.0
1024.658203125,0,0,0,0.0
1026.123046875,0,3,3,3.0
1027.587890625,0,1,1,1.0
1029.052734375,0,2,2,2.0
1030.517578125,0,1,1,1.0
1031.982421875,0,2,2,2.0
1033.447265625,0,3,3,3.0
1034.912109375,0,3,3,3.0
1036.376953125,0,3,3,3.0
1037.841796875,0,1,1,1.0
1039.306640625,0,1,1,1.0
1040.771484375,0,2,2,2.0
1042.236328125,0,1,1,1.0
1043.701171875,0,4,4,4.0
1045.166015625,0,0,0,0.0
1046.630859375,0,3,3,3.0
1048.095703125,0,1,1,1.0
1049.560546875,0,1,1,1.0
1051.025390625,0,5,5,5.0
1052.490234375,0,1,1,1.0
1053.955078125,0,4,4,4.0
1055.419921875,0,0,0,0.0
1056.884765625,0,1,1,1.0
1058.349609375,0,2,2,2.0
1059.814453125,0,4,4,4.0
1061.279296875,0,1,1,1.0
1062.744140625,0,2,2,2.0
1064.208984375,0,4,4,4.0
1065.673828125,0,3,3,3.0
1067.138671875,0,2,2,2.0
1068.603515625,0,3,3,3.0
1070.068359375,0,4,4,4.0
1071.533203125,0,4,4,4.0
1072.998046875,0,4,4,4.0
1074.462890625,0,3,3,3.0
1075.927734375,0,3,3,3.0
1077.392578125,0,5,5,5.0
1078.857421875,0,1,1,1.0
1080.322265625,0,1,1,1.0
1081.787109375,0,2,2,2.0
1083.251953125,0,7,7,7.0
1084.716796875,0,4,4,4.0
1086.181640625,0,4,4,4.0
1087.646484375,0,2,2,2.0
1089.111328125,0,4,4,4.0
1090.576171875,0,4,4,4.0
1092.041015625,0,5,5,5.0
1093.505859375,0,3,3,3.0
1094.970703125,0,3,3,3.0
1096.435546875,0,5,5,5.0
1097.900390625,0,5,5,5.0
1099.365234375,0,0,0,0.0
1100.830078125,0,2,2,2.0
1102.294921875,0,3,3,3.0
1103.759765625,0,3,3,3.0
1105.224609375,0,0,0,0.0
1106.689453125,0,4,4,4.0
1108.154296875,0,1,1,1.0
1109.619140625,0,1,1,1.0
1111.083984375,0,3,3,3.0
1112.548828125,0,3,3,3.0
1114.013671875,0,2,2,2.0
1115.478515625,0,4,4,4.0
1116.943359375,0,4,4,4.0
1118.408203125,0,3,3,3.0
1119.873046875,0,3,3,3.0
1121.337890625,0,2,2,2.0
1122.802734375,0,2,2,2.0
1124.267578125,0,4,4,4.0
1125.732421875,0,2,2,2.0
1127.197265625,0,6,6,6.0
1128.662109375,0,2,2,2.0
1130.126953125,0,4,4,4.0
1131.591796875,0,1,1,1.0
1133.056640625,0,5,5,5.0
1134.521484375,0,2,2,2.0
1135.986328125,0,1,1,1.0
1137.451171875,0,3,3,3.0
1138.916015625,0,3,3,3.0
1140.380859375,0,2,2,2.0
1141.845703125,0,4,4,4.0
1143.310546875,0,5,5,5.0
1144.775390625,0,2,2,2.0
1146.240234375,0,2,2,2.0
1147.705078125,0,3,3,3.0
1149.169921875,0,3,3,3.0
1150.634765625,0,2,2,2.0
1152.099609375,0,2,2,2.0
1153.564453125,0,1,1,1.0
1155.029296875,0,1,1,1.0
1156.494140625,0,4,4,4.0
1157.958984375,0,0,0,0.0
1159.423828125,0,3,3,3.0
1160.888671875,0,1,1,1.0
1162.353515625,0,0,0,0.0
1163.818359375,0,3,3,3.0
1165.283203125,0,2,2,2.0
1166.748046875,0,2,2,2.0
1168.212890625,0,2,2,2.0
1169.677734375,0,5,5,5.0
1171.142578125,0,2,2,2.0
1172.607421875,0,2,2,2.0
1174.072265625,0,3,3,3.0
1175.537109375,0,1,1,1.0
1177.001953125,0,1,1,1.0
1178.466796875,0,4,4,4.0
1179.931640625,0,0,0,0.0
1181.396484375,0,1,1,1.0
1182.861328125,0,3,3,3.0
1184.326171875,0,0,0,0.0
1185.791015625,0,1,1,1.0
1187.255859375,0,2,2,2.0
1188.720703125,0,2,2,2.0
1190.185546875,0,2,2,2.0
1191.650390625,0,5,5,5.0
1193.115234375,0,3,3,3.0
1194.580078125,0,2,2,2.0
1196.044921875,0,2,2,2.0
1197.509765625,0,3,3,3.0
1198.974609375,0,2,2,2.0
1200.439453125,0,1,1,1.0
1201.904296875,0,0,0,0.0
1203.369140625,0,5,5,5.0
1204.833984375,0,0,0,0.0
1206.298828125,0,0,0,0.0
1207.763671875,0,2,2,2.0
1209.228515625,0,2,2,2.0
1210.693359375,0,2,2,2.0
1212.158203125,0,1,1,1.0
1213.623046875,0,0,0,0.0
1215.087890625,0,1,1,1.0
1216.552734375,0,3,3,3.0
1218.017578125,0,0,0,0.0
1219.482421875,0,3,3,3.0
1220.947265625,0,4,4,4.0
1222.412109375,0,5,5,5.0
1223.876953125,0,2,2,2.0
1225.341796875,0,3,3,3.0
1226.806640625,0,1,1,1.0
1228.271484375,0,1,1,1.0
1229.736328125,0,3,3,3.0
1231.201171875,0,3,3,3.0
1232.666015625,0,3,3,3.0
1234.130859375,0,0,0,0.0
1235.595703125,0,2,2,2.0
1237.060546875,0,1,1,1.0
1238.525390625,0,0,0,0.0
1239.990234375,0,1,1,1.0
1241.455078125,0,2,2,2.0
1242.919921875,0,4,4,4.0
1244.384765625,0,3,3,3.0
1245.849609375,0,2,2,2.0
1247.314453125,0,1,1,1.0
1248.779296875,0,1,1,1.0
1250.244140625,0,1,1,1.0
1251.708984375,0,1,1,1.0
1253.173828125,0,0,0,0.0
1254.638671875,0,2,2,2.0
1256.103515625,0,1,1,1.0
1257.568359375,0,0,0,0.0
